line,speaker,line_num,date
 Tens of thousands. Did the president ever ask about any other ongoing investigation?,WARNER,184,2017-06-08
 No.,COMEY,185,2017-06-08
 Did he ever ask about you trying to interfere on any other investigation?,WARNER,186,2017-06-08
 No.,COMEY,187,2017-06-08
" I think, again, this speaks volumes. This doesn't even get to the questions around the — the phone calls about lifting the cloud. I know other members will get to that, but I really appreciate your testimony and appreciate your service to our nation.",WARNER,188,2017-06-08
" Thank you, Senator Warner.",COMEY,189,2017-06-08
"You know, I just — I'm sitting here, going through my contacts with him. I had one conversation with the president that was classified, where he asked about our — an ongoing intelligence investigation. It was brief and entirely professional.",COMEY,190,2017-06-08
 But he didn't ask you to take any specific action on that...,WARNER,191,2017-06-08
" No, no.",COMEY,192,2017-06-08
 ... unlike what he had done vis-a-vis Mr. Flynn and the overall Russia investigation?,WARNER,193,2017-06-08
 Correct.,COMEY,194,2017-06-08
" Thank you, sir.",WARNER,195,2017-06-08
 Senator Risch?,BURR,196,2017-06-08
 Thank you very much.,RISCH,197,2017-06-08
"Mr. Comey, thank you for your service. America needs more like you, and we really appreciate it. Yesterday, I got, and everybody got, the seven pages of your direct testimony that's now a part of the record, here. And the first — I read it, then I read it again, and all I could think was, number one, how much I hated the class of legal writing when I was in law school.",RISCH,198,2017-06-08
"And you were the guy that probably got the A, after — after reading this. So I — I find it clear, I find it concise and, having been a prosecutor for a number of years and handling hundred — maybe thousands of cases and read police reports, investigative reports, this is as good as it gets.",RISCH,199,2017-06-08
"And — and I really appreciate that — not only — not only the conciseness and the clearness of it, but also the fact that you have things that were written down contemporaneously when they happened, and you actually put them in quotes, so we know exactly what happened and we're — and we're not getting some rendition of it that — that's in your mind. So...",RISCH,200,2017-06-08
" Thank you, Senator.",COMEY,201,2017-06-08
 ... so you're — you're to be complimented for that.,RISCH,202,2017-06-08
 I had great parents and great teachers who beat that into me.,COMEY,203,2017-06-08
(CROSSTALK),COMEY,204,2017-06-08
" That's obvious, sir.",RISCH,205,2017-06-08
"The — the chairman walked you through a number of things that — that the American people need to know and want to know. Number one, obviously we're — all know about the active measures that the Russians have taken.",RISCH,206,2017-06-08
"I think a lot of people were surprised at this. Those of us that work in the intelligence community didn't — it didn't come as a surprise. But now, the American people know this, and it's good they know this, because this is serious and it's a problem.",RISCH,207,2017-06-08
"I — I think, secondly, I gather from all this that you're willing to say now that, while you were director, the president of the United States was not under investigation. Is that a fair statement?",RISCH,208,2017-06-08
 That's correct.,COMEY,209,2017-06-08
 All right. So that's a fact that we can rely at this...,RISCH,210,2017-06-08
" Yes, sir.",COMEY,211,2017-06-08
 ... OK.,RISCH,212,2017-06-08
"On — I remember, you — you talked with us shortly after February 14th, when the New York Times wrote an article that suggested that the Trump campaign was colluding with the Russians. You remember reading that article when it first came out?",RISCH,213,2017-06-08
 I do. It was about allegedly extensive electronic surveillance...,COMEY,214,2017-06-08
 Correct.,RISCH,215,2017-06-08
(CROSSTALK),RISCH,216,2017-06-08
" ... communications. Yes, sir.",COMEY,217,2017-06-08
 And — and that upset you to the point where you actually went out and surveyed the intelligence community to see whether — whether you were missing something in that. Is that correct?,RISCH,218,2017-06-08
 That's correct. I want to be careful in open setting. But...,COMEY,219,2017-06-08
 I — I'm — I'm not going to any further than that with it.,RISCH,220,2017-06-08
 OK.,COMEY,221,2017-06-08
 So thank you.,RISCH,222,2017-06-08
"In addition to that, after that, you sought out both Republican and Democrat senators to tell them that, hey, I don't know where this is coming from, but this is not the — this is not factual. Do you recall that?",RISCH,223,2017-06-08
 Yes.,COMEY,224,2017-06-08
" OK. So — so, again, so the American people can understand this, that report by the New York Times was not true. Is that a fair statement? In — in the main, it was not true. And, again, all of you know this, maybe the American people don't. The challenge — and I'm not picking on reporters about writing stories about classified information, is that people talking about it often don't really know what's going on.",RISCH,225,2017-06-08
"And those of us who actually know what's going on are not talking about it. And we don't call the press to say, hey, you got that thing wrong about this sensitive topic. We just have to leave it there.",RISCH,226,2017-06-08
"I mentioned to the chairman the nonsense around what influenced me to make the July 5th statement. Nonsense, but I can't go explaining how it's nonsense.",RISCH,227,2017-06-08
 Thank you.,RISCH,228,2017-06-08
"All right. So — so those three things, we now know, regarding the active measures, whether (ph) the president's under investigation and the collusion between the — the Russian — the Trump campaign and the Russians.",RISCH,229,2017-06-08
"I — I want to drill right down, as my time is limited, to the most recent dust-up regarding allegations that the president of the United States obstructed justice. And, boy, you nailed this down on page 5, paragraph 3. You put this in quotes — words matter.",RISCH,230,2017-06-08
"You wrote down the words so we can all have the words in front of us now. There's 28 words there that are in quotes, and it says, quote, “I hope” — this is the president speaking — “I hope you can see your way clear to letting this go, to letting Flynn go. He is a good guy. I hope you can let this go.”",RISCH,231,2017-06-08
"Now those are his exact words, is that correct?",RISCH,232,2017-06-08
 Correct.,COMEY,233,2017-06-08
" And you wrote them here, and you put them in quotes?",RISCH,234,2017-06-08
 Correct.,COMEY,235,2017-06-08
 Thank you for that. He did not direct you to let it go.,RISCH,236,2017-06-08
" Not in his words, no.",COMEY,237,2017-06-08
 He did not order you to let it go.,RISCH,238,2017-06-08
" Again, those words are not an order.",COMEY,239,2017-06-08
" He said, “I hope.” Now, like me, you probably did hundreds of cases, maybe thousands of cases charging people with criminal offenses. And, of course, you have knowledge of the thousands of cases out there that — where people have been charged.",RISCH,240,2017-06-08
"Do you know of any case where a person has been charged for obstruction of justice or, for that matter, any other criminal offense, where this — they said, or thought, they hoped for an outcome?",RISCH,241,2017-06-08
 I don't know well enough to answer. And the reason I keep saying his words is I took it as a direction.,COMEY,242,2017-06-08
 Right.,RISCH,243,2017-06-08
" I mean, this is the president of the United States, with me alone, saying, “I hope” this. I took it as, this is what he wants me to do.",COMEY,244,2017-06-08
(CROSSTALK),COMEY,245,2017-06-08
" Now I — I didn't obey that, but that's the way I took it.",COMEY,246,2017-06-08
" You — you may have taken it as a direction, but that's not what he said.",RISCH,247,2017-06-08
(CROSSTALK),RISCH,248,2017-06-08
 Correct. I — that's why...,COMEY,249,2017-06-08
" He said — he said, “I hope.”",RISCH,250,2017-06-08
" Those are exact words, correct.",COMEY,251,2017-06-08
" OK, do you (ph) — you don't know of anyone that's ever been charged for hoping something. Is that a fair statement?",RISCH,252,2017-06-08
" I don't, as I sit here.",COMEY,253,2017-06-08
 Yeah. Thank you.,RISCH,254,2017-06-08
"Thank you, Mr. Chairman. Senator Feinstein?",BURR,255,2017-06-08
" Thanks very much, Mr. Chairman.",FEINSTEIN,256,2017-06-08
"Mr. Comey, I just want you to know that I have great respect for you. Senator Cornyn and I sit on the Judiciary Committee, so we have occasion to have you before us. And I know that you're a man of strength and integrity, and I really regret the situation that we all find ourselves in. I just want to say that.",FEINSTEIN,257,2017-06-08
Let me begin with one overarching question. Why do you believe you were fired?,FEINSTEIN,258,2017-06-08
" Guess I don't know for sure. I believe the — I take the president at his word, that I was fired because of the Russia investigation. Something about the way I was conducting it, the president felt, created pressure on him that he wanted to relieve.",COMEY,259,2017-06-08
"Again, I didn't know that at the time, but I watched his interview, I've read the press accounts of his conversations. So I take him at his word there.",COMEY,260,2017-06-08
"Now, look, I — I could be wrong. Maybe he's saying something that's not true. But I take him at his word, at least based on what I know now.",COMEY,261,2017-06-08
" Talk for a moment about his request that you pledge loyalty, and your response to that and what impact you believe that had.",FEINSTEIN,262,2017-06-08
" I — I don't know for sure, because I don't know the president well enough to read him well. I think it was — because our relationship didn't get off to a great start, given the conversation I had to have on January 6th, this was not — this didn't improve the relationship, because it was very, very awkward.",COMEY,263,2017-06-08
"He was asking for something, and I was refusing to give it. But again, I don't know him well enough to know how he reacted to that, exactly.",COMEY,264,2017-06-08
 Do you believe the Russia investigation played a role?,FEINSTEIN,265,2017-06-08
 In why I was fired?,COMEY,266,2017-06-08
" Yes.  Yes, because I've seen the president say so.",FEINSTEIN,267,2017-06-08
 OK. Let's — let's go to the Flynn issue.,FEINSTEIN,268,2017-06-08
Senator Risch outlined a — “I hope you could see your way (sic) to letting Flynn go. He's a good guy. I hope you can let this go.”,FEINSTEIN,269,2017-06-08
"But you also said, in your written remarks, and I quote, that you had “understood the president to be requesting that we drop any investigation of Flynn in connection with false statements about his conversations with the Russian ambassador in December,” end quote. Please go into that with more detail.",FEINSTEIN,270,2017-06-08
" Well, the — the context and the president's words are what led me to that conclusion.",COMEY,271,2017-06-08
"As I said in my statement, I could be wrong, but Flynn had been forced to resign the day before, and — and the controversy around General Flynn at that point in time was centered on whether he had lied to the vice president about the nature of his conversations with the Russians, whether he had been candid with others in the course of that.",COMEY,272,2017-06-08
"And so that happens on the day before. On the 14th, the president makes specific reference to that. And so that's why I understood him to be saying that what he wanted me to do was drop any investigation connected to Flynn's account of his conversations with the Russians.",COMEY,273,2017-06-08
" Now, here's the question: You're big. You're strong. I know the Oval Office, and I know what happens to people when they walk in. There is a certain amount of intimidation. But why didn't you stop and say, “Mr. President, this is wrong. I cannot discuss this with you”?",FEINSTEIN,274,2017-06-08
" It's a great question. Maybe if I were stronger, I would have. I was so stunned by the conversation that I just...",COMEY,275,2017-06-08
(CROSSTALK),COMEY,276,2017-06-08
" ... took it in. And the only thing I could think to say, because I was playing in my mind, because I could (ph) remember every word he said — I was playing in my mind, what should my response be? And that's why I very carefully chose the words.",COMEY,277,2017-06-08
"And, look, I — I've seen the tweet about tapes. Lordy, I hope there are tapes. I — I remember saying, “I agree he's a good guy,” as a way of saying, “I'm not agreeing with what you just asked me to do.”",COMEY,278,2017-06-08
"Again, maybe other people would be stronger in that circumstance but that — that was — that's how I conducted myself. I — I hope I'll never have another opportunity. Maybe if I did it again, I would do it better.",COMEY,279,2017-06-08
" You described two phone calls that you received from President Trump, one on March 30 and one on April 11, where he, quote, “described the Russia investigation as a cloud that was impairing his ability,” end quote, as president, and asked you, quote, “to lift the cloud,” end quote.",FEINSTEIN,280,2017-06-08
What — how did you interpret that? And what did you believe he wanted you to do?,FEINSTEIN,281,2017-06-08
" I interpreted that as he was frustrated that the Russia investigation was taking up so much time and energy, I — I think he meant, of the executive branch, but in the — in the public square in general, and it was making it difficult for him to focus on other priorities of his. But what he asked me was actually narrower than that. So I think what he meant by the cloud, and again, I could be wrong, but what I think he meant by the cloud was the entire investigation is — is taking up oxygen and making it hard for me to focus on the things I want to focus on.",COMEY,282,2017-06-08
"The ask was to get it out that I, the president, am not personally under investigation.",COMEY,283,2017-06-08
" After April 11th, did he ask you more, ever, about the Russia investigation? Did he ask you any questions?",FEINSTEIN,284,2017-06-08
 We never spoke again after April 11th.,COMEY,285,2017-06-08
" You told the president, I — I would see what we could do. What did you mean?",FEINSTEIN,286,2017-06-08
" Well, it (ph) was kind of a slightly cowardly way of trying to avoid telling him, we're not going to do that — that I would see what we could do. It was a way of kind of getting off the phone, frankly. And then I turned and handed it to the acting deputy attorney general, Mr. Boente.",COMEY,287,2017-06-08
" So I wanted to go into that. Who did you talk with about that — lifting the cloud, stopping the investigation — back at the FBI, and what was their response?",FEINSTEIN,288,2017-06-08
" Well, the FBI, during one of the two conversations — I'm not remembering exactly. I think the first — my chief of staff was actually sitting in front of me, and heard my end of the conversation, because the president's call was a surprise.",COMEY,289,2017-06-08
"And I discussed the lifting the cloud and the request with the senior leadership team, who in — in — typically, and I think in all these circumstances, was the deputy director, my chief of staff, the general counsel, the deputy director's chief counsel and, I think, in a number of circumstances, the number three in the FBI, and a few of the conversations included the head of the national security branch, so that group of us that lead the FBI when it comes to national security.",COMEY,290,2017-06-08
" OK. You have the president of the United States asking you to stop an investigation that's an important investigation. What was the response of your colleagues? I think they were as shocked and troubled by it as I was. Some said things that led me to believe that. I don't remember exactly, but the reaction was similar to mine. They're all experienced people who had never experienced such a thing. So they were very concerned.",FEINSTEIN,291,2017-06-08
"And then the conversation turned to about, so what should we do with this information? And that was a struggle for us, because we are the leaders of the FBI. So it's been reported to us, in that I heard it and now I've shared it with the leaders of the FBI — our — our conversation was, should we share this with any senior officials at the Justice Department?",FEINSTEIN,292,2017-06-08
"Our — our absolute primary concern was, we can't infect the investigative team. We don't want the agents and analysts working on this to know the president of the United States has — has asked — and when it comes from the president, I took it as a direction — to get rid of this investigation, because we're not going to follow that — that request.",FEINSTEIN,293,2017-06-08
"And so we decided we gotta keep it away from our troops. But is there anybody else we ought to tell at the Justice Department? And, as I laid out in my — in my statement, we considered whether to tell the attorney general, decided that didn't make sense because we believed, rightly, that he was shortly going to recuse.",FEINSTEIN,294,2017-06-08
"There were no other Senate-confirmed leaders in the Justice Department at that point. The deputy attorney general was Mr. Boente, who was acting and going to be shortly in that seat. And we decided the best move would be to hold it, keep it in a box, document it as we'd already done, and then this investigation's going to go on — figure out what to do with it down the road.",FEINSTEIN,295,2017-06-08
"Is there way to corroborate this? Our view, at the time, was, look, it's your word against the president's. There's no way to corroborate this. That — my view of that changed when the prospect of tapes was raised, but that's how we thought about it then.",FEINSTEIN,296,2017-06-08
" Thank you. Thank you, Mr. Chairman.",FEINSTEIN,297,2017-06-08
 Senator Rubio.,BURR,298,2017-06-08
 Thank you.,RUBIO,299,2017-06-08
"Director Comey, the meeting in the Oval Office where he made the request about Mike Flynn — was that the only time he asked you to hopefully let it go?",RUBIO,300,2017-06-08
 Yes.,COMEY,301,2017-06-08
" And in that meeting, as you understood it, that was — he was asking not about the general Russia investigation, he was asking very specifically about the jeopardy that Flynn was in himself?",RUBIO,302,2017-06-08
" That's how I understood it, yes, sir.",COMEY,303,2017-06-08
" And as you perceived it, while it was a request that — he hoped you did away with it, you perceived it as an order, given his position, the setting and the like, and some of the circumstances?",RUBIO,304,2017-06-08
 Yes.,COMEY,305,2017-06-08
" At the time, did you say anything to the president about — that is not an appropriate request, or did you tell the White House counsel, that is not an appropriate request, someone needs to go tell the president that he can't do these things?",RUBIO,306,2017-06-08
" I didn't, no.",COMEY,307,2017-06-08
 OK. Why?,RUBIO,308,2017-06-08
" I don't know. I think the — as I said earlier, I think the circumstances were such that it was — I was a bit stunned, and didn't have the presence of mind.",COMEY,309,2017-06-08
"And I don't know — you know, I don't want to make you — sound like I'm Captain Courageous. I don't know whether, even if I had the presence of mind, I would have said to the president, “Sir, that's wrong.” I don't know whether I would have.",COMEY,310,2017-06-08
 OK.,RUBIO,311,2017-06-08
" But in the moment, it — it didn't — it didn't come to my mind. What came to my mind is, be careful what you say. And so I said, “I agree Flynn is a good guy.” So, on the cloud — we keep talking about this cloud — you perceived the cloud to be the Russian investigation in general, correct?",COMEY,312,2017-06-08
" Yes, sir.",COMEY,313,2017-06-08
" But the specific ask was that you would tell the American people what you had already told him, what you had already told the leaders of Congress, both Democrats and Republicans: that he was not personally under investigation.",RUBIO,314,2017-06-08
" Yes, sir, that's how I...",COMEY,315,2017-06-08
" In fact (ph), he was asking you to do what you have done here today.",RUBIO,316,2017-06-08
" ... correct. Yes, sir.",COMEY,317,2017-06-08
" OK. And again, at that setting, did you say to the president that it would be inappropriate for you to do so, and then talk to the White House counsel or anybody so hopefully they would talk to him and tell him that he couldn't do this?",RUBIO,318,2017-06-08
" First time, I said, “I'll see what we can do.” Second time, I explained how it should work, that the White House counsel should contact the deputy attorney general.",COMEY,319,2017-06-08
 You told him that?,RUBIO,320,2017-06-08
" The president said, OK, then I think that's what I'll do.",COMEY,321,2017-06-08
" And just to be clear, for you to make a public statement that he was not under investigation would not have been illegal, but you felt it made no sense because it could potentially create a duty to correct, if circumstances changed?",RUBIO,322,2017-06-08
" Yes, sir. We wrestled with it before my testimony where I confirmed that there was an investigation. And there were two primary concerns. One was it creates a duty to correct, which I've lived before, and you want to be very careful about doing that.",COMEY,323,2017-06-08
"And second, it's a slippery slope, because if we say the president and the vice president aren't under investigation, what's the principled basis for — for stopping?",COMEY,324,2017-06-08
" OK.  And so the leadership at — at justice, Acting Attorney General Boente, said, “You're not going to do that.”",RUBIO,325,2017-06-08
" Now, on March 30th, during the phone call about General Flynn, you said he abruptly shifted and brought up something that you call, quote, unquote, “the McCabe thing.” Specifically, the McCabe thing, as you understood it, was that McCabe's wife had received campaign money from what I assume means Terry McAuliffe...",RUBIO,326,2017-06-08
" Yes, sir.",COMEY,327,2017-06-08
(CROSSTALK),COMEY,328,2017-06-08
" ... who (ph) was very close to the Clintons. And — and so why did you — had the president at any point in time expressed to you concern, opposition, potential opposition to McCabe? “I don't like this guy because he got money from someone this close to Clinton?” He had asked me, during previous conversations, about Andy McCabe, and said, in essence, “How's he going to be with me as president? I was pretty rough on them (ph) on the campaign trail.” And...",RUBIO,329,2017-06-08
 He was rough on McCabe?,RUBIO,330,2017-06-08
" ... he was — by his own account, he said he was rough on McCabe and Mrs. McCabe on the campaign trail — how's he going to be? And I assured the president, Andy is a total pro. No issue at all. You got to know the people of the FBI, they are not...",COMEY,331,2017-06-08
(CROSSTALK),COMEY,332,2017-06-08
" So — so, when the president turns to you and says, “Remember, I never brought up the McCabe thing because you said he was a good guy,” did you perceive that to be a statement that — I took care of you, I — I didn't do something because you told me he was a good guy. So now, you know, I'm asking you, potentially, for something in return? Is that how you perceived it?",RUBIO,333,2017-06-08
" I wasn't sure what to make of it, honestly. That's possible, but it — it was so out of context that I didn't have a clear view of what it was.",COMEY,334,2017-06-08
" Now, on a number of occasions here, you bring up — let's talk (ph) now about the general Russia investigation, OK? In page 6 of your testimony, you say — the first thing you say is, he asked what we could do to, quote/unquote, “lift the cloud,” the general Russia investigation.",RUBIO,335,2017-06-08
"And you responded that we were investigating the matter as quickly as we could and that there would be great benefit, if we didn't find anything, to having done the work well. And he agreed. He reemphasized the problems it was causing him, but he agreed.",RUBIO,336,2017-06-08
"So, in essence, the president agreed with your statement that it would be great if we could have an investigation, all the facts came out and we found nothing. So he agreed that that would be ideal, but this cloud is still messing up my ability to do the rest of my agenda. Is that an accurate assessment of...",RUBIO,337,2017-06-08
(CROSSTALK),RUBIO,338,2017-06-08
" Yes, sir. He actually went farther than that. He — he said, “And if some of my satellites did something wrong, it'd be good to find that out.”",COMEY,339,2017-06-08
" Well, that's the second part, and that is the satellites. He said, “If (ph) one of my satellites” — I imagine, by that, he meant some of the other people surrounding his campaign — “did something wrong, it would be great to know that, as well”?",RUBIO,340,2017-06-08
" Yes, sir. That's what he said.",COMEY,341,2017-06-08
" So are those the other — are those the only two instances in which that sort of back-and-forth happened, where the president was basically saying, and I'm paraphrasing here, it's OK, do the Russia investigation. I hope it all comes out. I have nothing to do with anything Russia. It'd be great if it all came out, if people around me were doing things that were wrong.",RUBIO,342,2017-06-08
" Yes. As I — I recorded it accurately there. That was the sentiment he was expressing. Yes, sir.",COMEY,343,2017-06-08
" So what it basically (ph) comes down to is the president has asked three things of you. He asked for your loyalty, and you said you would be loyally honest.",RUBIO,344,2017-06-08
 Honestly loyal.,COMEY,345,2017-06-08
" Honestly loyal. The — the — he asked you, on one occasion, to let the Mike Flynn thing go because he was a good guy — but (ph) you're aware that he said the exact same thing in the press the next day. “He's a good guy,” “He's been treated unfairly,” et cetera, et cetera. So I imagine your FBI agents read that.",RUBIO,346,2017-06-08
(CROSSTALK),RUBIO,347,2017-06-08
 I'm sure they did.,COMEY,348,2017-06-08
" Your — the president's wishes were known to them, certainly, by the next day, when he had a press conference with the prime minister. But going back, the three requests were; number one, be loyal; number two, let the Mike Flynn thing go, he's a good guy, he's been treated unfairly; and, number three, can you please tell the American people what these leaders in Congress already know, what you already know, what you've told me three times — that I'm not under — personally under investigation?",RUBIO,349,2017-06-08
" Those are the three things he asked. Yes, sir.",COMEY,350,2017-06-08
" You know, this investigation is full of leaks, left and right. I mean, we've learned more from the newspapers sometimes than we do from our open hearings, for sure.",RUBIO,351,2017-06-08
"You ever wonder why, of all the things in this investigation, the only thing that's never been leaked is the fact that the president was not personally under investigation, despite the fact that both Democrats and Republicans in (ph) the leadership of Congress knew that, and have known that for weeks?",RUBIO,352,2017-06-08
" I don't know. I find matters that are briefed to the Gang of Eight are pretty tightly held, in my experience.",COMEY,353,2017-06-08
" Finally, who are those senior leaders at the FBI that you shared these conversations with?",RUBIO,354,2017-06-08
" As I said in response to Senator Feinstein's question, deputy director, my chief of staff, general counsel, the deputy director's chief counsel, and then, more often than not, the number three person at the FBI, who is the associate deputy director, and then, quite often, the head of the national security branch.",COMEY,355,2017-06-08
 Senator Wyden.,BURR,356,2017-06-08
" Thank you, Mr. Chairman.",WYDEN,357,2017-06-08
"Mr. Comey, welcome. You and I have had significant policy differences over the years, particularly protecting Americans' access to secure encryption. But I believe the timing of your firing stinks.",WYDEN,358,2017-06-08
"And yesterday, you put on the record testimony that demonstrates why the odor of presidential abuse of power is so strong.",WYDEN,359,2017-06-08
"Now, to my questions. In talking to Senator Warner about this dinner that you had with president, I believe, January 27th, all in one dinner, the president raised your job prospects, he asked for your loyalty and denied allegations against him — all took place over one supper. Now, you told Senator Warner that the president was looking to, quote, “get something.” Looking back, did that dinner suggest that your job might be contingent on how you handled the investigation?",WYDEN,360,2017-06-08
 I don't know that I'd go that far. I — I got the sense my job would be contingent upon how he felt I — excuse me — how he felt I conducted myself and whether I demonstrated loyalty. But I don't know whether I'd go so far as to connect it to the investigation (ph).,COMEY,361,2017-06-08
(CROSSTALK),COMEY,362,2017-06-08
 You said the president was trying to create some sort of patronage relationship. In a patronage relationship isn't the underling expected to behave in a manner consistent with the wishes of the boss?,WYDEN,363,2017-06-08
 Yes.,COMEY,364,2017-06-08
 OK.,WYDEN,365,2017-06-08
 Or at least consider how what you're doing will affect the boss as a significant consideration.,COMEY,366,2017-06-08
" Let me turn to the Attorney General. In your statement, you said that you and the FBI leadership team decided not to discuss the president's actions with Attorney General Sessions, even though he had not recused himself.",WYDEN,367,2017-06-08
"What was it about the Attorney General's own interactions with the Russians, or his behavior with regard to the investigation, that would have led the entire leadership of the FBI to make this decision?",WYDEN,368,2017-06-08
" Our judgment, as I recall, was that he was very close to and inevitably going to recuse himself for a variety of reasons. We also were aware of facts that I can't discuss in an open setting that would make his continued engagement in a Russia-related investigation problematic.",COMEY,369,2017-06-08
"And so we were — we were convinced — and, in fact, I think we had already heard that the career people were recommending that he recuse himself — that he was not going to be in contact with Russia- related matters much longer, and that turned out to be the case.",COMEY,370,2017-06-08
" How would you characterize Attorney General Sessions's adherence to his recusal, in particular with regard to his involvement in your firing, which the president has acknowledged was because of the Russian investigation?",WYDEN,371,2017-06-08
" That's a question I can't answer. I think it's a reasonable question. If — if, as the president said, I was fired because of the Russia investigation, why was the attorney general involved in that chain? I don't know, and so I don't have an answer for the question.",COMEY,372,2017-06-08
" Your testimony was that the president's request about Flynn could infect the investigation. Had the president got what he wanted and what he asked of you, what would have been the effect on the investigation? Well we would have closed any investigation of General Flynn in connection with his statements and encounter — statements about and encounters (ph) with Russians in the late part of December.",WYDEN,373,2017-06-08
 Well...,WYDEN,374,2017-06-08
(CROSSTALK),WYDEN,375,2017-06-08
 So we — we would have dropped an open criminal investigation.,COMEY,376,2017-06-08
" So, in effect, when you talk about infecting the enterprise, you would have dropped something major that would have spoken to the overall ability of the American people to get the facts?",WYDEN,377,2017-06-08
" Correct. And — and, as good as our people are, our judgment was we don't want them hearing that the president of the United States wants this to go away, because it might have an effect of their ability to be fair and impartial and aggressive.",COMEY,378,2017-06-08
" Now, the — Acting Attorney General Yates found out that Michael Flynn could be blackmailed by the Russians, and she went immediately to warn the White House.",WYDEN,379,2017-06-08
"Flynn is gone, but other individuals with contacts with the Russians are still in extremely important positions of power. Should the American people have the same sense of urgency now, with respect to them?",WYDEN,380,2017-06-08
" I think all I can say, Senator, is it's a — the special counsel's investigation is very important. Understanding what efforts there were or are by the Russian government to influence our government is a critical part of the FBI's mission, so — and you've got the right person in Bob Mueller to lead it.",COMEY,381,2017-06-08
So it's a very important piece of work.,COMEY,382,2017-06-08
" Vice President Pence was the head of the transition. To your knowledge, was he aware of the concerns about Michael Flynn prior to or during General Flynn's tenure as national security adviser?",WYDEN,383,2017-06-08
 I don't — you're asking — including up to the time when Flynn was...,COMEY,384,2017-06-08
" Right (ph).  ... forced to resign? My understanding is that he was, and I'm trying to remember where I get that understanding from — I think from Acting Attorney General Yates.",WYDEN,385,2017-06-08
 So former Acting Attorney General Yates testified that concerns about General Flynn were discussed with the intelligence community. Would that have included anyone at the CIA or Dan Coats' office at the DNI? I would assume yes.,WYDEN,386,2017-06-08
 Michael Flynn resigned four days after Attorney General Sessions was sworn in. Do you know if the attorney general was aware of the concerns about Michael Flynn during that period?,WYDEN,387,2017-06-08
" I don't, as I sit here — I don't — I don't recall that he was. I could be wrong, but I don't remember that he was.",COMEY,388,2017-06-08
" And, finally, let's see if you can give us some sense of who recommended your firing. Besides the letters from the attorney general, the deputy attorney general, do you have any information on who may have recommended or have been involved in your firing?",WYDEN,389,2017-06-08
 I don't. I don't.,COMEY,390,2017-06-08
 OK (ph).,WYDEN,391,2017-06-08
"Thank you, Mr. Chairman.",WYDEN,392,2017-06-08
 Senator Collins.,BURR,393,2017-06-08
" Thank you, Mr. Chairman.",COLLINS,394,2017-06-08
"Mr. Comey, let me begin by thanking you for your voluntary compliance with our request to appear before this committee, and it's discussing (ph) this very important investigation.",COLLINS,395,2017-06-08
"I want, first, to ask you about your conversations with the president, the three conversations in which you told him that he was not under investigation.",COLLINS,396,2017-06-08
"The first was during your January 6th meeting, according to your testimony, in which it appears that you actually volunteered that assurance. Is that correct?",COLLINS,397,2017-06-08
 That's correct.,COMEY,398,2017-06-08
" Did you limit that statement to counterintelligence investigations, or were you talking about any kind of FBI investigation?",COLLINS,399,2017-06-08
" I didn't — I didn't use the term “counterintelligence.” I was speaking to him, and briefing him about some salacious and unverified material. It was in the context of that that he had a strong and defensive reaction about that not being true. And my reading of it was it was important for me to assure him we were not personally investigating him. And so the context then was actually narrower, focused on what I had just talked to him about.",COMEY,400,2017-06-08
"It was very important because it was, first, true. And second, I was worried very much about being in kind of a — kind of a J. Edgar Hoover-type situation. I didn't want him thinking that I was briefing him on this to sort of hang it over him in some way. I was briefing him on it because we were (ph) — had been told by the media it was about to launch. We didn't want to be keeping that from him. And if there was some — he needed to know this was being said. But I was very keen not to leave him with an impression that the bureau was trying to do something to him. And so that's the context in which I said, “Sir, we're not personally investigating you.”",COMEY,401,2017-06-08
" And then, on — and that's why you volunteered the information...",COLLINS,402,2017-06-08
" Yes, ma'am.",COMEY,403,2017-06-08
 ... correct?,COLLINS,404,2017-06-08
"Then, on the January 27th dinner, you show — you told the president that he should be careful about asking you to investigate, because, quote, “You might create a narrative that we are investigating him personally,” which we weren't.",COLLINS,405,2017-06-08
"Again, were you limiting that statement to counterintelligence investigations, or more broadly, such as a criminal investigation?",COLLINS,406,2017-06-08
" The context was very similar. I didn't — I didn't modify the word “investigation.” It was — again, he was reacting strongly again to that unverified material, saying, “I'm tempted to order you to investigate it.” And that — in the context of that, I said “Sir, you want to be careful about that, because it might create a narrative we're investigating you personally.”",COMEY,407,2017-06-08
" And then there was the March 30th phone call in — with the president, in which you reminded him that congressional leaders have been briefed that we were not personally — the FBI was not personally investigating President Trump.",COLLINS,408,2017-06-08
"And again, was that statement to congressional leaders and to the president limited to counterintelligence investigations? Or was it a broader statement?",COLLINS,409,2017-06-08
(CROSSTALK),COLLINS,410,2017-06-08
 I'm trying to understand whether there was any kind of investigation of the president under way.,COLLINS,411,2017-06-08
" No. I'm sorry, and — and if I misunderstood, I apologize. We briefed the congressional leadership about what Americans we had opened counterintelligence investigation cases on, and we specifically said the president is not one of those Americans, but — that there was no other investigation of the president that we were not mentioning at that time.",COMEY,412,2017-06-08
"What (ph) — the context was counterintelligence, but I wasn't trying to hide some criminal investigation of the president. And was the president under investigation at the time of your dismissal on May 9th?",COLLINS,413,2017-06-08
 No.,COMEY,414,2017-06-08
