line,speaker,line_num,date
 That could very well happen. We did nothing improper.,SESSIONS,139,2017-06-13
 On the other hand collusion with the Russians or any other government when it comes to elections certainly would be improper and illegal. That that be a fair statement?,RISCH,140,2017-06-13
 Absolutely.,SESSIONS,141,2017-06-13
 You willing to tell the American people unfiltered by what the media will put out you participated in no conversations of any kind where there was collusion between the trump campaign and a foreign government?,RISCH,142,2017-06-13
 I can say that absolutely and have no hesitation to do so.,SESSIONS,143,2017-06-13
" The former U.S. Attorney and the attorney general of the United States, you participated as you described in the trump campaign. You travelled with the campaign?",RISCH,144,2017-06-13
 I did.,SESSIONS,145,2017-06-13
 You spoke for the campaign?,RISCH,146,2017-06-13
 Not continually on the --,SESSIONS,147,2017-06-13
" Based approximate your experience and based approximate your participation, did you hear a whisper or a suggestion or anyone saying the Russians were involved?",RISCH,148,2017-06-13
 I would not.,SESSIONS,149,2017-06-13
 What would you have done?,RISCH,150,2017-06-13
 Would know it was improper.,SESSIONS,151,2017-06-13
 You would head for the exit.,RISCH,152,2017-06-13
 This is a serious matter. You are talking about hacking into a private person or DNC computer and obtaining information and spreading that out. That's not right. It's likely that laws were violated if laws occurred. It's an improper thing.,SESSIONS,153,2017-06-13
 Has any person from the White House to the administration including the president of the United States either directed you or asked to you do any unlawful or illegal act since you have been attorney general of the United States?,RISCH,154,2017-06-13
" No, Senator Risch. They have not.",RISCH,155,2017-06-13
" Thank you, Mr. Chair.",RISCH,156,2017-06-13
 Senator Feinstein.,BURR,157,2017-06-13
" Thanks very much, Mr. Chairman. Welcome, attorney general.",FEINSTEIN,158,2017-06-13
 Thank you.,SESSIONS,159,2017-06-13
" On May 19th, Mr. Rosenstein in a statement to the House of Representatives, essentially told them he learned on May 8th President Trump intended to remove Director Comey. When you wrote your letter on May 9, did you know that the president had already decided to fire Director Comey?",FEINSTEIN,160,2017-06-13
" Senator Feinstein, I would say I believe it has been made public that the president asked us our opinion and it was given and he asked us to put that in writing. I don't know how much more he said than that, but he talked about it and I would let his words speak for themselves.",SESSIONS,161,2017-06-13
" Well, on May 11th on NBC Nightly News two days later, the president stated he would fire Comey regardless of the recommendation. I'm puzzled about the recommendation because the decision had been made. What was the need for you to write a recommendation?",FEINSTEIN,162,2017-06-13
" Well, we were asked our opinion and when we expressed it which was consistent with the letter we wrote, I felt comfortable and I asks the attorney general did too in providing that information in writing.",SESSIONS,163,2017-06-13
 Do you concur with the president he was going to fire Comey regardless of recommendation because the problem was the Russian investigation?,FEINSTEIN,164,2017-06-13
" Senator Feinstein, I will have to let his words speak for himself. I'm not sure what was in his mind explicitly when we talked to him.",SESSIONS,165,2017-06-13
 Did you discuss director Comey's handling of the investigations with the president or anyone else?,FEINSTEIN,166,2017-06-13
" Senator Feinstein, that would call for a communication between the director and the president and I'm not able to comment on that.",SESSIONS,167,2017-06-13
 You are not able to answer the question here whether you discussed that with him?,FEINSTEIN,168,2017-06-13
 That's correct.,SESSIONS,169,2017-06-13
" And how do you view that since you discussed his termination, why wouldn't you discuss the reasons?",FEINSTEIN,170,2017-06-13
" Well, those were put in writing and sent to the president and he made those public. He made that public.",SESSIONS,171,2017-06-13
 You had no verbal conversation with him about the firing of Mr. Comey?,FEINSTEIN,172,2017-06-13
" I'm not able to discuss with you or confirm or deny the nature of a private conversation that I may have had with the president on this subject or others. I know this will be discussed, but that's the rules that have been adhered to by the Department of Justice as you know.",SESSIONS,173,2017-06-13
" You are a long time colleague, but we heard Mr. Coats and Admiral Rogers say essentially the same thing. When it was easy just to say if the answer was no, no.",FEINSTEIN,174,2017-06-13
" The easy would have been easier to say yes, yes. Both would have been improper.",SESSIONS,175,2017-06-13
 Okay. So how exactly were you involved in the termination of director Comey? Because I am looking at your letter dated May 9 and you say the Director of the FBI must be someone who follows faithfully the rules and principles and sets the right example for our law enforcement officials therefore I must recommend you remove director Comey and identify an experience and qualified individual to lead the great men and women of the FBI. Do you really believe that this had to do with director Comey's performance with the men and women of the FBI?,FEINSTEIN,176,2017-06-13
" There was a clear view of mine and of Deputy Attorney General Rosenstein as he set out at some length in his memoranda which I adopted and sent forward to the president that we had problems there and it was my best judgment that a fresh start at FBI was the appropriate thing to do. And when I said that to the president, deputy Rosenstein's letter dealt with a number of things. When Mr. Comey declined the Clinton prosecution, that was really a usurpation of the authority of the federal prosecutors in the Department of Justice. It was a stunning development. The FBI is the investigative team. They don't decide the prosecution policies.",SESSIONS,177,2017-06-13
"That was a thunderous thing. He also commented at some length on the declination of the Clinton prosecution which you should not do. Policies have been historic. If you decline, you decline and don't talk about it. There were other things that had happened that indicated to me a lack of discipline and it caused controversy on both sides of the aisle and I had come to the conclusion that a fresh start was appropriate and did not mind putting that in writing.",SESSIONS,178,2017-06-13
 My time is up. Thank you very much.,FEINSTEIN,179,2017-06-13
 Senator Rubio.,BURR,180,2017-06-13
"SEN. MARCO  Thank you for being here. I want to go back to February 14th and go back to the details and the Director was here and provided great detail. There was a meeting in the Oval Office and you recall being there along with him and the meeting concluded and the president asked the director to stay behind, correct?",RUBIO,181,2017-06-13
 That's a communication in the White House that I would not comment on.,SESSIONS,182,2017-06-13
 You remember seeing him stay behind?,RUBIO,183,2017-06-13
 Yes.,SESSIONS,184,2017-06-13
 His testimony was that you lingered and his view of it was you lingered because you knew you needed to stay. Do you remember lingering and feeling like you needed to stay?,RUBIO,185,2017-06-13
 I do recall being one of the last ones to leave.,SESSIONS,186,2017-06-13
 Did you decide to be one of the last to leave?,RUBIO,187,2017-06-13
 I don't know how that occurred. I think we finished a terrorism or counter terrorism briefing and people were filtering out. I eventually left and I do recall and I think I was the last or one of the last two or three to leave.,SESSIONS,188,2017-06-13
 Would it be fair to say you needed to stay because it involved the FBI director?,RUBIO,189,2017-06-13
" I don't know how I would characterize that, senator. It didn't seem to be a major problem. I knew that Director Comey, long-time experienced individual of the Department of Justice, could handle himself well.",SESSIONS,190,2017-06-13
" He characterized it as he said never leave me alone with the president again. It's not appropriate. This is his characterization, you shrugged as if to say what am I supposed to do about it?",RUBIO,191,2017-06-13
 I think I described it more completely and correctly. He raised that issue with me. I believe the next day. I think that was correct. He expressed concern about that private conversation. I agreed with him essentially that there are rules on private conversations with the president. It is not a prohibition on a private discussion with the president as I believe he acknowledged six or more himself with president Obama and president trump. I didn't feel like -- he gave me no detail about what it was that he was concerned about.,SESSIONS,192,2017-06-13
"I didn't say I wouldn't be able to respond if he called me. He certainly knew with regard that he could call his direct supervisor which in the Department of Justice, a supervisor to the FBI, the deputy attorney general could have complained any time if he felt pressured, but I had no doubt he would not yield to any pressure.",SESSIONS,193,2017-06-13
 Do you know if the president records conversations in the oval office or anywhere in the white house some.,RUBIO,194,2017-06-13
 I do not.,SESSIONS,195,2017-06-13
" If any president was to record conversations in their official duties, would there be an obligation to preserve those records?",RUBIO,196,2017-06-13
" I don't know, senator. Probably so.",SESSIONS,197,2017-06-13
" I want to go to the campaign for a moment. I'm sure you are aware it is widely reported. They often pose not simply as an official, but undercovers such as businessman, journalist and the like. At any point during the campaign, did you have an interaction who in hindsight you look back and say they tried to gain influence and in hindsight you look back and wonder?",RUBIO,198,2017-06-13
 I don't believe in my conversations with the three times.,SESSIONS,199,2017-06-13
 Just in general.,RUBIO,200,2017-06-13
" Well, I meant a lot of people and a lot of foreign officials who wanted to argue their case for their country and to point out things they thought were important for their countries. That's the Normal thing we talk about.",SESSIONS,201,2017-06-13
" As far as someone who is not an official from another count row and a businessman or anyone walking down the street, it struck me as someone who wanted to find out what the campaign was up to. In hindsight it appears suspicious some.",RUBIO,202,2017-06-13
 I don't recall it now.,SESSIONS,203,2017-06-13
" My last question, you were on the foreign policy team and the Republican platform was changed to not provide defensive weapons to Ukraine. Were you involved in that decision and do you know how the change was made?",RUBIO,204,2017-06-13
" I was not active in the platform committee and did not participate in that, and I don't think I had direct involvement.",SESSIONS,205,2017-06-13
 Do you know who did or you have no recollection of a debate about that issue internally in the campaign?,RUBIO,206,2017-06-13
" I never watched the debate, if it occurred, on the platform committee. I think it did. So I don't recall that, Senator. I’d have to think about that.",SESSIONS,207,2017-06-13
 Thank you.,RUBIO,208,2017-06-13
 Senator Wyden?,BURR,209,2017-06-13
"SEN. RON  Thank you very much. Mr. Chairman, I want to thank you for holding this hearing in the open and in full view of the American people where it belongs. I believe the American people have had it with stonewalling.",WYDEN,210,2017-06-13
"Americans don't want to hear the answers are privileged and off limits or they can't be provided in public or it would be inappropriate for witnesses to tell us what they know. We are talking about an attack on our democratic institutions and stonewalling of any kind is unacceptable. General Sessions acknowledged that there is no legal basis for this stonewalling. So now to questions. Last Thursday, I asked the former director Comey about the FBI's intersections with you prior to your stepping aside from the Russia investigation. Mr. Comey said your continued engagement with the Russian investigation was ""problematic "" and he said he could not discuss it in public.",WYDEN,211,2017-06-13
"Mr. Comey had also said that FBI personnel were calling for to you step aside from the investigation at least two weeks before you finally finally did so. In your prepared statement you said you received, quote, limited information necessary to inform your recusal decision. Given director Comey's statement, we need to know what that was. Were you aware of any concerns at the FBI or elsewhere in government about your contacts with the Russians or any other matters relevant to whether you should step aside from the Russian investigation?",WYDEN,212,2017-06-13
" Senator Wyden, I am not stonewalling. I am following the historic policies of the Department of Justice. You don't walk into hearing or committee meeting and reveal confidential communications with the President of the United States who is entitled to receive conventional communications in your best judgment about a host of issues and have to be accused of stonewalling them. So I would push back on that.",SESSIONS,213,2017-06-13
"Secondly, Mr. Comey, perhaps he didn't know, but I basically recused myself the first day I got into the office because I never accessed files. I never learned the names of investigators. I never met with them. I never asked for any documentation. The documentation, what little I received, was mostly already in the media and was presented by the senior ethics public -- professional responsibility attorney in the department and I made an honest and proper decision to recuse myself as I told Senator Feinstein and the members of the committee I would do when they confirmed me.",SESSIONS,214,2017-06-13
" Respectfully, you're not answering the question.",WYDEN,215,2017-06-13
 What is the question?,SESSIONS,216,2017-06-13
" The question is, Mr. Comey said there were matters with respect to the recusal that were problematic and he couldn't talk about them. What are they?",WYDEN,217,2017-06-13
" Why don't you tell me. There are none, Senator Wyden. There are none. I can tell you that for absolute certainty. This is a secret innuendo being leaked out there about me, and I don't appreciate it. I try to give my best and truthful answers to any committee I've appeared before, and it's really -- people are suggesting through innuendo that I have been not honest about matters, and I've tried to be honest.",SESSIONS,218,2017-06-13
 My time is short. You made your point that you think Mr. Comey is engaging in innuendo. We’re going to keep digging.,WYDEN,219,2017-06-13
" Senator Wyden, he did not say that.",SESSIONS,220,2017-06-13
" He said it was problematic, and asked you what was problematic about it.",WYDEN,221,2017-06-13
" Well, some of that leaked out of the committee that he said in closed session.",SESSIONS,222,2017-06-13
" Okay. One more question. I asked the former FBI director whether your role in firing him, given that he was fired because of the Russian investigation. Director Comey said this was a reasonable question. I want to ask you point-blank, why did you sign the letter recommending the firing of Director Comey when it violated your recusal?",WYDEN,223,2017-06-13
 It did not violate my recusal. It did not violate my recusal. That would be the answer to that. And the letter that I signed represented my views that had been formulated for some time.,SESSIONS,224,2017-06-13
" Mr. Chairman, just so I can finish. That answer in my view doesn't pass the smell test. The president tweeted repeatedly about his anger about investigations into his associates and Russia. The day before you wrote your letter, he tweeted the collusion story was a total hoax and asked when will this taxpayer-funded charade end. It doesn't pass the smell test.",WYDEN,225,2017-06-13
" Senator Wyden, I should be able to briefly respond at least and say the letter, the memorandum that Deputy Rosenstein wrote and my letter that accompanied it represented my views of the situation.",SESSIONS,226,2017-06-13
 I'll ask more on the second round. Thank you.,WYDEN,227,2017-06-13
 Senator Collins.,BURR,228,2017-06-13
"SEN. SUSAN  Thank you, Mr. Chairman. Attorney General Sessions, I want to clarify who did what with regard to the firing of Mr. Comey. First, when did you have your first conversation with Rod Rosenstein about Mr. Comey.",COLLINS,229,2017-06-13
 We talked about it before either one of us were confirmed. It was a topic of conversation among people who served in the department for a long time. They knew what happened that fall was pretty dramatically unusual. Many people felt it was very wrong. So it was in that context that we discussed it. We both found that we shared common view that a fresh start would be appropriate.,SESSIONS,230,2017-06-13
 This was based on Mr. Comey's handling of the investigation involving Hillary Clinton in which you said he usurped the authority of prosecutors at the Department of Justice?,COLLINS,231,2017-06-13
" Yes. That was part of it, and the commenting on the investigation in ways that go beyond the proper policies. We need to restore, Senator Collins, I think, the classic discipline in the department. My team, we've discussed this. There's been too much leaking and too much talking publicly about investigations. In the long run, the department’s historic rule that you remain mum about investigations is the better policy.",SESSIONS,232,2017-06-13
" Now, subsequently the president asked you to put your views in writing you’ve testified today. I believe that you were right to recuse yourself from the ongoing Russian investigation, but then on May 9th you wrote your recommendation that Mr. Comey be dismissed. Obviously this went back many months to the earlier conversations you had had with Mr. Rosenstein. My question is why do you believe that your recommendation to fire director Comey was not inconsistent with your March 2nd recusal?",COLLINS,233,2017-06-13
" Thank you. The recusal involved one case involved in the Department of Justice and in the FBI. They conduct thousands of investigations. I'm the attorney general of the United States. It's my responsibility to our Judiciary committee and other committees to ensure that that department is run properly. I have to make difficult decisions, and I do not believe that it is a sound position to say that, if you're recused for a single case involving any one of the great agencies like DEA or U.S. Marshals or ATF that are part of the Department of Justice, you can't make a decision about the leadership in that agency.",SESSIONS,234,2017-06-13
" Now, if you had known that the president subsequently was going to go on TV and in an interview are Lester holt of NBC would say this Russian thing was the reason for his decision to dismiss the FBI director, would you have felt uncomfortable about the timing of the decision?",COLLINS,235,2017-06-13
" Well, I would just say this, Senator Collins. I don't think it's appropriate to deal with those kind of hypotheticals. I have to deal in actual issues. I would respectfully not comment on that.",SESSIONS,236,2017-06-13
" Well, let me ask you this. In retrospect, do you believe that it would have been better for you to have stayed out of the decision to fire director Comey?",COLLINS,237,2017-06-13
" I think it's my responsibility. I mean I was appointed to be attorney general, supervising all the federal agencies is my responsibility, trying to get the very best people in those agencies at the top of them is my responsibility, and I think I had a duty to do so.",SESSIONS,238,2017-06-13
" Now, director Comey testified that he was not comfortable telling you about his one-on-one conversation with the president on February 14th because he believed that you would shortly recuse yourself from the Russian investigation which did did. Yet, Director Comey testified that he told no one else at the department outside of the senior leadership team at the FBI. Do you believe that the director received information about the president saying that he hoped he could let Michael Flynn go to someone else at the Department of Justice? There are an awful lot of lawyers at the department of justice, some 10,000 by last count.",COLLINS,239,2017-06-13
" I think the appropriate thing would have been for Director Comey to talk with the acting deputy attorney general who is his direct supervisor. That was Dana Boente who had 33 years in the Department of Justice and was even then still serving for six years and continues to serve of as attorney general appointed by President Barack Obama, so he's a man of great integrity and everybody knows it, a man of decency and judgment.",SESSIONS,240,2017-06-13
"If he had concerns, he should have raised it to Deputy Attorney General Boente who would be the appropriate person in any case really, but if he had any concern that I might be recusing myself, that would be a double reason for him to share it with deputy attorney general Boente.",SESSIONS,241,2017-06-13
 Thank you.,COLLINS,242,2017-06-13
 Senator Heinrich.,BURR,243,2017-06-13
" Attorney General Sessions, has the president ever expressed his frustration to you regarding your decision to recuse yourself?",HEINRICH,244,2017-06-13
" Senator Heinrich, I'm not able to share with this committee private communications --",SESSIONS,245,2017-06-13
 You're invoking executive privilege.,HEINRICH,246,2017-06-13
 I'm not able to invoke executive privilege. That's the president's prerogative.,SESSIONS,247,2017-06-13
" My understanding is that you took an oath, you raised your right hand here today and you said that you would solemnly tell the truth, the whole truth and nothing but the truth. And now you're not answering questions. You're impeding this investigation, so my understanding of the legal standard is that you either answer the question. That's the best outcome. You say this is classified, can't answer it here. I'll answer it in closed session. That's bucket number two.",HEINRICH,248,2017-06-13
Bucket number three is to say I'm invoking executive privilege. There is no appropriateness bucket. It is not a legal standard. Can you tell me why what are these long-standing DOJ rules that protect conversations made in the executive without invoking executive privilege?,HEINRICH,249,2017-06-13
" Senator, I'm protecting the president's constitutional right by not giving it away before he has a chance to review it.",SESSIONS,250,2017-06-13
 You can't have it both ways.,HEINRICH,251,2017-06-13
 And second I am telling the truth in answering your question and saying it's a long-standing policy of the department of justice to make sure that the president has full opportunity to decide these issues.,SESSIONS,252,2017-06-13
 Can you share those policies with us. Are they written down at the Department of Justice?,HEINRICH,253,2017-06-13
 I believe they are.,SESSIONS,254,2017-06-13
 This is the appropriateness legal standard for not answering congressional inquiries.,HEINRICH,255,2017-06-13
" That's my judgment that it would be inappropriate for me to answer and reveal private conversations with the president when he has not had a full opportunity to review the questions and to make a decision on whether or not to approve such an answer, one. There are also other privileges that could be invoked. One of the things deals with the investigation of the special counsel as other --",SESSIONS,256,2017-06-13
" We're not asking questions about that investigation. If I wanted to ask questions about that investigation, I'd ask those of Rod Rosenstein. I'm asking about your personal knowledge from this committee which has a constitutional obligation to get to the bottom of this. There are two investigations here. There is a special counsel investigation. There is also a congressional investigation, and you are obstructing that congressional delegation -- investigation by not answering these questions, and I think your silence, like the silence of Director Coats, like the silence of Admiral Rogers speaks volumes.",HEINRICH,257,2017-06-13
 I would say that I have consulted with senior career attorneys in the department.,SESSIONS,258,2017-06-13
 I suspect you have.,HEINRICH,259,2017-06-13
 And they believe this is consistent with my duties.,SESSIONS,260,2017-06-13
" Senator Risch asked you a question about appropriateness if you had known that there had been anything untoward with regard to Russia in the campaign, would you have headed for the exits? Your response was maybe. Why wasn't it a simple yes?",HEINRICH,261,2017-06-13
" Well, [if] there was an improper illegal relationship in an effort to impede or to influence the campaign I absolutely would have depart.",SESSIONS,262,2017-06-13
" I think that's a good answer. I'm not sure why it wasn't the answer in the first place. I find it strange that neither you nor deputy attorney general rod Rosenstein brought up performance issues with director Comey, and, in fact, deputy FBI director McCabe has directly refuted any assertion that there were performance issues.",HEINRICH,263,2017-06-13
"This is troubling because it appears that the president decided to fire director Comey because he was pursuing the Russia investigation and had asked you to come up with an excuse. When your assessment of director Comey didn't hold up to public scrutiny, the president finally admitted that he had fired director Comey because he was pursuing the Russia investigation, ie the Lester holt interview. You said you did not break recusal when participating in the Comey firing, but it appears that it was directly related to Russia and not department mismanagement. How do you square those two things?",HEINRICH,264,2017-06-13
" You have a lot in that question. Let me say first. Within a week or so, I believe may 3rd, director Comey testified that he believed the handling of the Clinton declination was proper and appropriate and he would do it again.",SESSIONS,265,2017-06-13
I know that was a great concern to both of us because it did not -- that represented something that I think most professionals in the Department of Justice would totally agree that the FBI investigative agency does not decide whether to prosecute or decline criminal cases. Pretty breathtaking usurpation of the responsibility of the attorney general. So that's how we felt. That was sort of additional concern that we had heading the FBI someone who boldly asserted the right to continue to make such decisions. That was one of the things we discussed. That was in the memorandum I believe and it was also an important factor for us.,SESSIONS,266,2017-06-13
" Before I recognize Senator Blunt, I would like the record to show that last night Admiral Rogers spent almost two hours in closed session with the -- with almost the full committee fulfilling his commitment to us in the hearing that in closed session he would answer the question, and I think it was thoroughly answered and all members were given an opportunity to ask the question. I want the record to show with what senator Heinrich stated. Senator Blunt.",BURR,267,2017-06-13
"SEN. ROY  Thank you, chairman. Attorney General, it’s good to see you here and it’s good to see Mary. I'm sure there's probably other places you would both rather be today but you’ve always looked at public service as something you did together, and it's good to see you here together and know that your family continues to be proud and supportive of what you do.",BLUNT,268,2017-06-13
" Thank you, I've been blessed indeed.",SESSIONS,269,2017-06-13
" I agree with that. I agree with that. Let me just get a couple of things clear in my mind here of notes I've taken while people were asking questions, and you were talking. On the April 27, 2016 event, I think that's the Mayflower Hotel speech that the presidential candidate gave on foreign policy. You didn't have a room at that event where you had private meetings, did you?",BLUNT,270,2017-06-13
" No, I did not.",SESSIONS,271,2017-06-13
" And as I understand i,t you went to a reception that was attended by how many people?",BLUNT,272,2017-06-13
 I think two to three dozen.,SESSIONS,273,2017-06-13
 Two to three dozen people. You went and heard a speech and may have seen people on your way out?,BLUNT,274,2017-06-13
 Correct.,SESSIONS,275,2017-06-13
" So when you said you possibly had a meeting with Mr. Kislyak, did you mean you possibly met him?",BLUNT,276,2017-06-13
" I didn't have any formal meeting with him. I'm confident of that, but I may have had an encounter during the reception. That's the only thing I cannot say with certainty I did not. That's all I can say.",SESSIONS,277,2017-06-13
" Well, that's what I thought you were saying, but sometimes when I hear meeting, that would mean more to me than I met somebody. You might have met him at the reception. Could you have met other ambassadors at that reception as well?",BLUNT,278,2017-06-13
" I could. I remember one in particular that we had a conversation with, whose country had an investment in Alabama, and we talked a little length about that, I remember that, but otherwise I have no recollection of a discussion with the Russian ambassador.",SESSIONS,279,2017-06-13
" Alright, so you were there. You've read since he was there, you may have seen him, but you had no room where you were having meetings with individuals to have discussions at the Mayflower Hotel that day.",BLUNT,280,2017-06-13
" No, that is correct.",SESSIONS,281,2017-06-13
" Whenever you talked to Mr. Comey after he had had his meeting with the president, you think that was probably the next day. You didn't stay afterwards and see him after he left the oval office that night?",BLUNT,282,2017-06-13
" No. I understand his testimony may have suggested that it happened right afterwards, but it was either the next morning, which I think it was, or maybe the morning after that. It was, we had a three times a week national security briefing with the FBI that I undertake, and so it was after that that we had that conversation.",SESSIONS,283,2017-06-13
 Where you had that conversation. What I'm not quite clear on is: did you respond when he expressed his concern or not?,BLUNT,284,2017-06-13
" Yes, I did respond. I think he's incorrect. He indicated I believe that he was not totally sure of the exact wording of the meeting, but I do recall, my chief of staff was with me, and we recall that I did affirm the long-standing written policies of the Department of Justice concerning communications with the White House. We have to follow those rules and in the long run you're much better off if you do. They do not prohibit communications one-on-one by the FBI director with the president, but if that conversation moves into certain areas, it's the duty -- the rules apply to the Department of Justice, so it's a duty of the FBI agent to say, “Mr. President, I can't talk about that.” That's the way that should work, and apparently it did, because he says he did not improperly discuss matters with the president.",SESSIONS,285,2017-06-13
" When Mr. Comey talked to you about that meeting, did he mention Mr. Flynn?",BLUNT,286,2017-06-13
 No. He mentioned no facts of any kind. He did not mention to me that he had been asked to do something he thought was improper. He just said he was uncomfortable I believe with it.,SESSIONS,287,2017-06-13
 After that discussion with Mr. Comey --,BLUNT,288,2017-06-13
" Actually I don't know that he said he was uncomfortable. I think he said maybe it was what he testified to was perhaps the correct wording. I'm not sure exactly what he said, but I don't dispute it.",SESSIONS,289,2017-06-13
" Well, exactly what I think -- what I remember him saying was that you didn't react at all and kind of shrugged, but you’re saying you referred him to the normal way these meetings are supposed to be conducted.",BLUNT,290,2017-06-13
" I took it as a concern that he might be asked something that was improper, and I affirmed to him his willingness to say no or not go in an improper way, improper direction.",SESSIONS,291,2017-06-13
" Just finally, I'm assuming you wouldn't talk about this. cause it would relate to the May 8 meeting, but my sense is that no decision is final until it's carried out. I guess is that there are people at this who have said they were going to let somebody go or fire somebody and never did that, so the fact that the president said that on May 8 doesn't mean that the information he got from you on May 9 was not necessary or impactful, and I'm sure you're not going to say how many times the president said we ought to get rid of that person, but I'm sure that's happened, and, chairman, I'll yield.",BLUNT,292,2017-06-13
 Senator King.,BURR,293,2017-06-13
" Mr. Attorney General, thank you for joining us today.",KING,294,2017-06-13
 Thank you.,SESSIONS,295,2017-06-13
 I respect your willingness to be here. You testified a few minutes ago I'm not able to invoke executive privilege. That's up to the president. Has the president invoked executive privilege in the case of your testimony here today?,KING,296,2017-06-13
 He has not.,SESSIONS,297,2017-06-13
 Then what is the basis of your refusal to answer these questions?,KING,298,2017-06-13
" Senator king, the president has a constitutional --",SESSIONS,299,2017-06-13
" I understand that, but the president hasn't asserted that. You said you don't have the power to exert executive privilege so what is the legal basis for your refusal to answer the questions?",KING,300,2017-06-13
 I'm protecting the right of the president to assert it if he chooses and there may be other privileges that could apply in this circumstance.,SESSIONS,301,2017-06-13
" Well, I don't understand how you can have it both ways. The president can't not assert it, and you've testified that only the president can assert it and yet I just don't understand the legal basis for your refusal to answer.",KING,302,2017-06-13
" What we try to do, I think most cabinet officials, others that you questioned recently, officials before the committee, protect the president's right to do so. If it comes to a point where the issue is clear and there's a dispute about it, at some point the president will either assert the privilege or not or some other privilege would be asserted, but at this point I believe it's premature",SESSIONS,303,2017-06-13
 You're asserting a privilege.,KING,304,2017-06-13
 It would be premature for me to deny the president a full and intelligent choice about executive privilege. That's not necessary at this point.,SESSIONS,305,2017-06-13
" You testified a few minutes ago, that quote, we were asked for our opinion. Who asked for your opinion? You testified we were asked for our opinion.",KING,306,2017-06-13
 My understanding is I believe I'm correct in saying the president had said so.,SESSIONS,307,2017-06-13
 He didn't ask you directly.,KING,308,2017-06-13
 I thought you were asking about the privilege. If you want to go back to the --,SESSIONS,309,2017-06-13
" You said, quote, we were asked for our opinion, you and Mr. Rosenstein.",KING,310,2017-06-13
 I believe that was appropriate for me to say that because I think the president had said --,SESSIONS,311,2017-06-13
 I'm just asking for your opinion. Who asked you for your opinion?,KING,312,2017-06-13
" Yes, right. The president asked for our opinion.",SESSIONS,313,2017-06-13
 All right. So you just testified as to the content of a communication to the president.,KING,314,2017-06-13
" But I believe he's already revealed that. I believe I'm correct in saying, that that's why I indicated that when I answered that question, but if he hasn't and I'm in error, I would have constricted his constitutional right of privilege. You're correct.",SESSIONS,315,2017-06-13
 You're being selective about the use --,KING,316,2017-06-13
 I'm doing so only because I believe he made that piece of information public.,SESSIONS,317,2017-06-13
 Did the question of the Russia investigation in the firing of James Comey come up?,KING,318,2017-06-13
 I cannot answer that because it was a communication by the president or if any such occurred it would be a communication that he has not waived.,SESSIONS,319,2017-06-13
 But he has not asserted the executive privilege.,KING,320,2017-06-13
 He's not exerted executive privilege.,SESSIONS,321,2017-06-13
 Do you believe the Russians interfered with the 2016 elections?,KING,322,2017-06-13
" It appears so. The intelligence community seems to be united in that, but I have to tell you, senator king, I know nothing but what I've read in the paper. I've never received any details, briefing on how hacking occurred or how information was alleged to have influenced the campaigns.",SESSIONS,323,2017-06-13
" Between the election, there was a memorandum from the intelligence community on October 9th, that detailed what the Russians were doing after the election, before the inauguration. You never sought any information about this rather dramatic attack on our country?",KING,324,2017-06-13
 No.,SESSIONS,325,2017-06-13
 You never asked for a briefing or attended a briefing or ruled are the intelligence reports?,KING,326,2017-06-13
 You might have been very critical if I as an active part of the campaign was seeking intelligence related to something that might be relevant to the campaign. I'm not sure --,SESSIONS,327,2017-06-13
 I'm not talking about the campaign. I'm talking about what the Russians did. You received no briefing on the Russian active measures in connection with the 2016 election.,KING,328,2017-06-13
" No, I don't believe I ever did.",SESSIONS,329,2017-06-13
" Let's go to your letter of May 9th. You said based upon my evaluation and for the reasons expressed by the deputy, was that a written evaluation?",KING,330,2017-06-13
 My evaluation was an evaluation that had been going on for some months.,SESSIONS,331,2017-06-13
 Is there a written evaluation?,KING,332,2017-06-13
" I did not make one. I think you could classify deputy attorney general Rosenstein's memorandum as an evaluation, and he was the direct supervisor of the FBI director.",SESSIONS,333,2017-06-13
" And his evaluation was based 100% on the handling of the Hillary Clinton e-mails, is that correct?",KING,334,2017-06-13
" Well, and a number of other matters as I recall, but he did explicitly lay out the errors that he thought had been made in that process by the director of the FBI. I thought they were cogent and accurate and far more significant than I think a lot of people have understood.",SESSIONS,335,2017-06-13
" Thank you, Mr. Chairman.",KING,336,2017-06-13
 Senator Lankford.,BURR,337,2017-06-13
" Attorney General Sessions, good to see you again.",LANKFORD,338,2017-06-13
 Thank you.,SESSIONS,339,2017-06-13
" You've spoken very plainly from the beginning from your opening statement all the way through this time. I am amazed at the conversations as if an attorney general has never said there were private conversations with the president and we don't need to discuss those. It seems to be a short memory about some of the statements Eric Holder would and would not make to any committee in the House or the Senate and would or would not turn over documents even requested. That had to go all the way through the court systems for the courts to say no, the president can't hold back documents and the attorney general can't do that. So somehow the accusation that you're not saying every conversation about everything, there's a long history of attorney generals standing beside the president saying there are some conversations that are confidential, and then it can be determined from there.",LANKFORD,340,2017-06-13
"It does seem as well that every unnamed source story somehow gets a hearing. I was in the hearing this morning with Rod Rosenstein as we dealt with the appropriations request that originally you were expected to be at, that rod Rosenstein was taking your place to be able to cover. He was very clear and peppered with questions about Russia during that conversation as well. He was very clear that he has never had conversations with you about that and that you have never requested conversations about that.",LANKFORD,341,2017-06-13
